title,abstract,language,publicationdate,author
Microservices and IOT...250,The rapid expansion of IOT provides new challenges and opportunities in the web development...250,English,2/11/2019,James Cook...250
Microservices and IOT...251,The rapid expansion of IOT provides new challenges and opportunities in the web development...251,English,2/16/2019,James Cook...251
Microservices and IOT...252,The rapid expansion of IOT provides new challenges and opportunities in the web development...252,English,2/21/2019,James Cook...252
Microservices and IOT...253,The rapid expansion of IOT provides new challenges and opportunities in the web development...253,English,2/26/2019,James Cook...253
Microservices and IOT...254,The rapid expansion of IOT provides new challenges and opportunities in the web development...254,English,3/3/2019,James Cook...254
Microservices and IOT...255,The rapid expansion of IOT provides new challenges and opportunities in the web development...255,English,3/8/2019,James Cook...255
Microservices and IOT...256,The rapid expansion of IOT provides new challenges and opportunities in the web development...256,English,3/13/2019,James Cook...256
Microservices and IOT...257,The rapid expansion of IOT provides new challenges and opportunities in the web development...257,English,3/18/2019,James Cook...257
Microservices and IOT...258,The rapid expansion of IOT provides new challenges and opportunities in the web development...258,English,3/23/2019,James Cook...258
Microservices and IOT...259,The rapid expansion of IOT provides new challenges and opportunities in the web development...259,English,3/28/2019,James Cook...259
Microservices and IOT...260,The rapid expansion of IOT provides new challenges and opportunities in the web development...260,English,4/2/2019,James Cook...260
Microservices and IOT...261,The rapid expansion of IOT provides new challenges and opportunities in the web development...261,English,4/7/2019,James Cook...261
Microservices and IOT...262,The rapid expansion of IOT provides new challenges and opportunities in the web development...262,English,4/12/2019,James Cook...262
Microservices and IOT...263,The rapid expansion of IOT provides new challenges and opportunities in the web development...263,English,4/17/2019,James Cook...263
Microservices and IOT...264,The rapid expansion of IOT provides new challenges and opportunities in the web development...264,English,4/22/2019,James Cook...264
Microservices and IOT...265,The rapid expansion of IOT provides new challenges and opportunities in the web development...265,English,4/27/2019,James Cook...265
Microservices and IOT...266,The rapid expansion of IOT provides new challenges and opportunities in the web development...266,English,5/2/2019,James Cook...266
Microservices and IOT...267,The rapid expansion of IOT provides new challenges and opportunities in the web development...267,English,5/7/2019,James Cook...267
Microservices and IOT...268,The rapid expansion of IOT provides new challenges and opportunities in the web development...268,English,5/12/2019,James Cook...268
Microservices and IOT...269,The rapid expansion of IOT provides new challenges and opportunities in the web development...269,English,5/17/2019,James Cook...269
Microservices and IOT...270,The rapid expansion of IOT provides new challenges and opportunities in the web development...270,English,5/22/2019,James Cook...270
Microservices and IOT...271,The rapid expansion of IOT provides new challenges and opportunities in the web development...271,English,5/27/2019,James Cook...271
Microservices and IOT...272,The rapid expansion of IOT provides new challenges and opportunities in the web development...272,English,6/1/2019,James Cook...272
Microservices and IOT...273,The rapid expansion of IOT provides new challenges and opportunities in the web development...273,English,6/6/2019,James Cook...273
Microservices and IOT...274,The rapid expansion of IOT provides new challenges and opportunities in the web development...274,English,6/11/2019,James Cook...274
Microservices and IOT...275,The rapid expansion of IOT provides new challenges and opportunities in the web development...275,English,6/16/2019,James Cook...275
Microservices and IOT...276,The rapid expansion of IOT provides new challenges and opportunities in the web development...276,English,6/21/2019,James Cook...276
Microservices and IOT...277,The rapid expansion of IOT provides new challenges and opportunities in the web development...277,English,6/26/2019,James Cook...277
Microservices and IOT...278,The rapid expansion of IOT provides new challenges and opportunities in the web development...278,English,7/1/2019,James Cook...278
Microservices and IOT...279,The rapid expansion of IOT provides new challenges and opportunities in the web development...279,English,7/6/2019,James Cook...279
Microservices and IOT...280,The rapid expansion of IOT provides new challenges and opportunities in the web development...280,English,7/11/2019,James Cook...280
